longitude,latitude,housingMedianAge,totalRooms,totalBedrooms,population,households,medianIncome,medianHouseValue
-118.55,34.38,24.0,6246.0,1028.0,2803.0,999.0,6.3002,282.9
-117.55,34.0,17.0,3583.0,700.0,1587.0,719.0,2.6979,75.0
-117.87,33.71,16.0,3397.0,686.0,1924.0,621.0,4.9148,155.5
-117.85,33.76,26.0,2312.0,525.0,1273.0,437.0,2.8828,204.7
-118.32,33.9,36.0,1520.0,300.0,831.0,291.0,4.0473,212.1
-117.82,33.73,24.0,845.0,190.0,482.0,190.0,4.7039,225.0
-117.93,33.75,24.0,1380.0,339.0,1472.0,304.0,4.2219,162.8
-121.98,37.74,8.0,2865.0,389.0,1376.0,417.0,7.9393,399.3
-116.24,33.72,25.0,5236.0,1039.0,2725.0,935.0,3.775,93.4
-118.15,34.18,42.0,1521.0,320.0,1118.0,311.0,3.3125,154.9
-120.48,41.82,20.0,1367.0,284.0,429.0,181.0,2.0227,47.5
-117.06,32.72,31.0,2669.0,514.0,1626.0,499.0,3.1923,116.9
-122.79,38.42,9.0,4967.0,885.0,2581.0,915.0,5.038,185.6
-117.09,32.77,38.0,2065.0,374.0,812.0,343.0,3.125,216.5
-121.43,37.76,7.0,2125.0,508.0,1358.0,464.0,3.6312,147.6
-122.5,37.77,52.0,2739.0,569.0,1312.0,531.0,3.5833,322.9
-118.32,34.08,52.0,1137.0,304.0,754.0,297.0,3.37,330.3
-117.95,33.97,33.0,1113.0,145.0,424.0,137.0,8.3474,500.001
-117.98,33.69,16.0,2437.0,438.0,986.0,422.0,5.7117,247.2
-122.58,38.08,27.0,10839.0,1637.0,4406.0,1623.0,5.615,285.6
-122.21,37.43,33.0,1606.0,254.0,727.0,271.0,8.6963,500.001
-120.14,34.59,9.0,2536.0,499.0,832.0,385.0,2.5743,309.8
-118.34,34.05,41.0,2099.0,472.0,1369.0,465.0,2.7409,167.1
-120.1,36.16,17.0,598.0,160.0,715.0,146.0,2.3295,55.0
-122.64,38.24,52.0,1621.0,393.0,635.0,349.0,2.5202,244.0
-119.01,35.33,32.0,3068.0,628.0,1897.0,607.0,2.4234,63.7
-118.28,34.11,52.0,2036.0,348.0,775.0,332.0,5.4122,397.5
-121.36,38.04,9.0,2167.0,370.0,1290.0,351.0,5.0285,148.2
-122.1,37.7,25.0,2973.0,622.0,1413.0,595.0,4.3819,209.2
-119.34,35.6,16.0,1584.0,309.0,1011.0,268.0,2.4961,58.8
-118.34,35.27,10.0,2939.0,605.0,1167.0,446.0,2.3917,79.0
-120.82,37.54,20.0,707.0,114.0,282.0,86.0,6.1324,164.8
-121.14,37.47,38.0,2427.0,450.0,1272.0,474.0,2.8833,115.2
-121.67,36.93,22.0,569.0,132.0,542.0,125.0,2.1875,187.5
-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,169.9
-117.29,34.41,11.0,5934.0,1380.0,2756.0,1239.0,1.5758,108.3
-120.93,37.65,1.0,2254.0,328.0,402.0,112.0,4.25,189.2
-123.84,39.83,19.0,1461.0,340.0,515.0,227.0,1.5278,145.8
-122.62,38.96,16.0,1914.0,446.0,828.0,332.0,2.0577,69.0
-119.83,34.44,26.0,1739.0,402.0,599.0,368.0,3.0875,198.4
-121.48,38.56,50.0,1587.0,448.0,877.0,380.0,2.0833,94.3
-118.51,34.03,37.0,4072.0,905.0,1468.0,923.0,3.8571,500.001
-121.0,37.66,43.0,2039.0,331.0,875.0,342.0,3.9844,152.0
-117.22,32.85,26.0,1647.0,261.0,694.0,259.0,4.6875,274.4
-119.77,36.72,43.0,1763.0,389.0,1623.0,390.0,1.4427,47.7
-119.59,36.57,19.0,1733.0,303.0,911.0,281.0,3.5987,131.7
-122.44,37.79,52.0,1903.0,461.0,831.0,433.0,4.4464,500.001
-119.46,35.17,40.0,4164.0,812.0,1998.0,773.0,2.8323,50.8
-118.23,33.88,41.0,1941.0,367.0,1204.0,323.0,3.0417,113.7
-116.97,33.75,22.0,3740.0,965.0,2011.0,824.0,1.3039,77.5
-118.04,34.06,31.0,957.0,295.0,1300.0,287.0,2.1383,153.4
-118.31,33.98,44.0,222.0,54.0,234.0,77.0,5.1136,111.7
-121.26,38.66,8.0,1145.0,241.0,447.0,216.0,4.0781,124.3
-120.23,37.96,52.0,1230.0,262.0,609.0,243.0,2.0057,68.2
-123.22,40.54,27.0,1573.0,361.0,847.0,330.0,1.9034,49.6
-119.78,36.31,14.0,1287.0,291.0,737.0,269.0,3.1667,126.4
-117.31,34.44,10.0,1731.0,299.0,1056.0,312.0,3.6007,104.0
-118.46,34.18,33.0,1791.0,386.0,844.0,397.0,4.5081,251.4
-122.26,37.88,52.0,1149.0,255.0,483.0,249.0,4.2788,332.5
-118.38,34.25,38.0,983.0,185.0,513.0,170.0,4.8816,231.5
-117.84,33.6,21.0,4281.0,582.0,1443.0,576.0,9.0519,500.001
-122.86,38.61,52.0,1753.0,380.0,982.0,380.0,3.4013,183.3
-119.25,35.78,27.0,1513.0,342.0,1346.0,323.0,2.7411,59.8
-118.25,34.15,15.0,3712.0,1005.0,1888.0,890.0,3.6875,209.6
-118.08,33.92,39.0,1631.0,322.0,1034.0,328.0,4.5382,165.7
-121.45,38.61,34.0,438.0,116.0,263.0,100.0,0.9379,67.5
-117.12,32.91,8.0,3405.0,961.0,1742.0,918.0,2.8728,114.6
-117.21,34.13,31.0,3037.0,565.0,1834.0,575.0,3.3445,92.9
-118.22,33.84,38.0,1928.0,429.0,1358.0,399.0,4.0687,160.3
-121.96,37.39,20.0,1032.0,229.0,658.0,238.0,4.5062,219.3
-117.31,33.11,7.0,7974.0,1703.0,2904.0,1550.0,4.1282,188.1
-118.29,34.07,26.0,2302.0,1124.0,2660.0,1004.0,2.3567,253.1
-122.08,37.97,9.0,2643.0,439.0,1105.0,467.0,6.6579,245.2
-118.2,33.95,41.0,679.0,184.0,788.0,185.0,2.1406,165.3
-123.75,40.11,35.0,2052.0,477.0,900.0,402.0,1.9625,101.5
-121.47,38.52,26.0,2177.0,638.0,1971.0,560.0,1.2575,66.8
-122.21,38.06,52.0,2735.0,559.0,1076.0,487.0,3.6154,155.7
-121.9,37.36,47.0,1007.0,245.0,581.0,240.0,2.9545,237.5
-117.06,33.04,17.0,1785.0,255.0,667.0,277.0,5.7382,278.0
-116.28,32.84,18.0,382.0,128.0,194.0,69.0,2.5179,58.8
-121.43,38.58,35.0,5298.0,954.0,1933.0,918.0,3.9167,155.7
-121.31,38.66,26.0,1604.0,245.0,751.0,267.0,4.7381,140.5
-118.29,34.08,34.0,479.0,182.0,557.0,170.0,1.525,210.0
-121.35,38.04,12.0,6217.0,1019.0,3771.0,961.0,3.7206,146.0
-117.28,32.74,33.0,4168.0,1112.0,1785.0,984.0,2.7515,247.7
-115.57,32.85,17.0,1039.0,256.0,728.0,246.0,1.7411,63.5
-122.01,37.36,16.0,1105.0,354.0,499.0,324.0,4.2061,253.6
-123.23,39.33,20.0,804.0,121.0,448.0,140.0,3.9632,147.1
-119.01,35.24,6.0,80.0,16.0,66.0,21.0,3.125,65.0
-122.0,36.98,20.0,2502.0,454.0,981.0,399.0,4.3,275.0
-117.02,32.71,30.0,3187.0,592.0,2082.0,631.0,3.5388,118.5
-118.27,34.06,17.0,2124.0,1168.0,3915.0,1137.0,1.1346,137.5
-118.09,34.14,40.0,3092.0,549.0,1457.0,536.0,5.3377,373.8
-121.36,36.81,7.0,4609.0,741.0,1660.0,720.0,5.0871,290.5
-118.29,34.08,38.0,380.0,130.0,445.0,140.0,1.9286,137.5
-122.42,37.73,35.0,1791.0,322.0,988.0,304.0,4.5769,254.5
-119.17,34.29,28.0,731.0,155.0,285.0,162.0,3.2917,225.0
-122.32,37.52,26.0,4042.0,591.0,1611.0,578.0,8.4693,419.2
-117.32,34.54,9.0,5904.0,1165.0,3489.0,1063.0,3.125,92.8
-121.78,40.12,14.0,388.0,108.0,35.0,17.0,6.1359,106.3
-118.04,34.07,39.0,1382.0,315.0,1090.0,308.0,3.8125,174.0
-122.27,37.78,45.0,1169.0,263.0,723.0,286.0,3.9444,212.9
-122.0,37.36,25.0,3534.0,949.0,1880.0,849.0,3.4238,337.0
-122.12,37.69,10.0,2227.0,560.0,1140.0,472.0,2.3973,167.3
-122.15,37.42,44.0,3558.0,839.0,1779.0,832.0,3.9243,404.8
-118.42,34.02,28.0,3167.0,737.0,1248.0,665.0,3.1941,394.7
-121.76,41.5,31.0,602.0,153.0,112.0,47.0,1.0667,34.2
-117.19,33.14,12.0,3652.0,923.0,1677.0,728.0,2.3267,92.0
-117.87,34.15,24.0,5745.0,735.0,2061.0,679.0,8.2827,451.4
-118.24,33.9,39.0,642.0,129.0,475.0,123.0,1.2083,92.6
-121.85,39.73,17.0,3425.0,827.0,2469.0,758.0,0.9393,88.9
-121.0,37.64,52.0,530.0,177.0,325.0,158.0,1.1875,90.6
-122.42,37.74,52.0,2019.0,418.0,999.0,448.0,4.2212,271.3
-121.94,37.34,29.0,3377.0,853.0,1674.0,792.0,3.4233,229.3
-121.97,37.23,22.0,2781.0,523.0,1291.0,516.0,4.6065,445.9
-121.06,39.22,52.0,1749.0,422.0,837.0,391.0,2.325,109.7
-117.01,34.9,34.0,2194.0,519.0,1326.0,515.0,2.1056,72.0
-118.54,34.37,27.0,2051.0,301.0,917.0,287.0,7.6059,323.7
-122.0,37.96,28.0,4071.0,713.0,2033.0,647.0,4.5833,190.7
-117.97,34.04,28.0,1686.0,417.0,1355.0,388.0,2.5192,157.3
-118.25,34.14,30.0,1615.0,570.0,1245.0,544.0,1.8929,196.9
-120.71,38.73,17.0,2146.0,396.0,862.0,351.0,2.9219,141.3
-118.37,33.93,46.0,442.0,88.0,255.0,94.0,4.4474,246.9
-117.43,34.01,34.0,2101.0,426.0,1150.0,377.0,3.0909,98.3
-122.08,37.84,17.0,1320.0,159.0,1722.0,141.0,11.7064,500.001
-117.98,33.73,18.0,3833.0,1056.0,2192.0,996.0,3.4679,219.7
-118.46,34.2,22.0,4855.0,1350.0,2519.0,1258.0,3.0893,205.6
-118.16,33.9,28.0,2410.0,616.0,2399.0,594.0,2.7339,156.7
-121.48,37.77,19.0,2364.0,373.0,1264.0,390.0,5.0176,274.2
-120.25,37.93,13.0,493.0,76.0,196.0,68.0,3.375,134.1
-119.31,36.2,23.0,1837.0,332.0,1064.0,335.0,3.1453,74.5
-117.12,32.77,48.0,2012.0,422.0,893.0,394.0,2.7928,175.0
-122.14,37.68,31.0,3184.0,716.0,1561.0,628.0,2.7955,183.1
-116.54,33.79,18.0,9374.0,1780.0,1678.0,919.0,3.9737,235.6
-117.11,32.68,36.0,26.0,14.0,58.0,23.0,1.9107,125.0
-121.9,37.26,20.0,4447.0,661.0,2062.0,660.0,6.8088,283.3
-118.12,34.01,40.0,1417.0,338.0,1068.0,331.0,2.4259,164.6
-117.25,32.74,36.0,1830.0,430.0,755.0,419.0,2.9904,286.8
-118.37,33.92,39.0,1073.0,206.0,556.0,204.0,4.8611,245.6
-119.0,35.31,37.0,1337.0,275.0,767.0,273.0,1.6522,53.3
-122.19,39.5,23.0,462.0,97.0,261.0,90.0,2.1705,53.0
-118.18,33.95,42.0,2608.0,610.0,2062.0,616.0,3.5341,167.5
-119.98,38.93,25.0,1262.0,293.0,534.0,226.0,2.6607,90.4
-115.59,32.79,8.0,2183.0,307.0,1000.0,287.0,6.3814,159.9
-117.96,33.68,24.0,6517.0,1279.0,3441.0,1198.0,4.25,152.1
-122.42,37.74,52.0,2713.0,624.0,1370.0,594.0,4.6547,325.7
-122.41,37.81,31.0,3991.0,1311.0,2305.0,1201.0,1.8981,500.001
-117.92,33.89,18.0,2895.0,487.0,1116.0,429.0,5.4716,400.0
-121.28,38.11,10.0,2974.0,588.0,1559.0,568.0,3.8825,136.8
-121.98,36.99,14.0,6787.0,1454.0,3416.0,1357.0,3.5943,262.4
-117.05,34.02,21.0,3098.0,646.0,1351.0,614.0,2.598,106.7
-119.69,36.81,15.0,2892.0,496.0,1634.0,501.0,4.4934,88.0
-122.75,38.46,13.0,4323.0,1020.0,2566.0,728.0,3.0147,142.8
-118.17,34.61,7.0,2465.0,336.0,978.0,332.0,7.1381,292.2
-118.26,34.24,35.0,1535.0,283.0,816.0,287.0,6.1873,312.1
-122.25,40.6,16.0,2753.0,494.0,1414.0,459.0,3.8323,128.3
-117.92,33.98,10.0,16414.0,2919.0,8907.0,2714.0,6.1552,362.5
-117.16,32.74,27.0,2335.0,604.0,982.0,590.0,3.1921,261.5
-118.4,34.01,48.0,1427.0,253.0,693.0,268.0,5.7405,351.6
-117.6,33.85,9.0,6538.0,955.0,2928.0,892.0,5.3006,221.4
-117.19,34.03,20.0,856.0,124.0,395.0,145.0,10.8634,381.8
-119.81,36.76,52.0,1792.0,352.0,1049.0,357.0,2.4375,57.1
-117.93,33.62,33.0,1890.0,416.0,859.0,329.0,4.5658,500.001
-118.45,34.16,33.0,2544.0,500.0,1035.0,492.0,4.475,314.8
-119.81,34.46,22.0,3488.0,452.0,1479.0,458.0,7.1687,384.4
-118.29,34.04,32.0,432.0,182.0,702.0,186.0,2.1471,125.0
-118.22,33.9,22.0,312.0,107.0,583.0,119.0,1.9423,98.4
-117.85,33.89,24.0,3326.0,503.0,1616.0,494.0,5.7457,240.6
-117.92,33.88,52.0,1270.0,276.0,609.0,211.0,3.75,232.5
-122.11,38.01,39.0,1313.0,306.0,575.0,231.0,3.1711,116.1
-117.04,32.76,43.0,3171.0,665.0,1534.0,625.0,3.141,141.4
-117.75,34.08,33.0,1067.0,194.0,600.0,201.0,4.0368,139.1
-121.6,39.79,18.0,2672.0,533.0,1151.0,532.0,2.567,102.9
-117.76,33.87,16.0,3182.0,429.0,1663.0,428.0,7.0592,288.2
-117.7,33.63,16.0,4428.0,745.0,1525.0,682.0,5.2325,286.8
-116.36,33.88,11.0,12557.0,3098.0,2453.0,1232.0,1.7844,78.5
-117.77,33.7,15.0,1392.0,267.0,681.0,263.0,5.4248,187.2
-118.19,34.77,16.0,2035.0,370.0,704.0,330.0,2.1979,146.4
-118.32,33.75,37.0,1080.0,135.0,366.0,142.0,11.6677,500.001
-118.03,34.01,10.0,6531.0,1036.0,2975.0,1018.0,6.2319,403.7
-118.16,33.79,25.0,3742.0,1180.0,3916.0,1063.0,2.4,153.7
-119.83,36.78,30.0,3162.0,640.0,1660.0,639.0,2.8359,80.3
-121.18,37.96,35.0,411.0,74.0,193.0,59.0,2.5625,146.9
-118.18,33.98,24.0,1880.0,642.0,2646.0,605.0,2.1836,162.0
-117.7,33.47,21.0,2208.0,534.0,1423.0,482.0,3.5915,305.6
-117.38,33.19,35.0,928.0,264.0,538.0,248.0,2.4583,197.9
-117.0,32.79,31.0,3256.0,726.0,1595.0,706.0,3.4773,155.8
-118.52,34.22,35.0,1275.0,222.0,959.0,226.0,5.0282,195.4
-119.23,34.27,22.0,3536.0,615.0,1650.0,612.0,4.2381,229.3
-118.38,33.81,20.0,1975.0,306.0,703.0,292.0,8.5491,410.3
-120.83,35.33,14.0,4155.0,787.0,2112.0,755.0,4.4766,192.7
-117.66,34.0,5.0,1387.0,236.0,855.0,270.0,5.411,201.1
-119.09,36.42,17.0,877.0,219.0,966.0,218.0,2.0,52.5
-122.61,38.42,13.0,7731.0,1360.0,2543.0,1249.0,4.6957,259.8
-122.31,37.93,39.0,2505.0,371.0,872.0,345.0,5.3433,286.5
-122.33,37.39,52.0,573.0,102.0,232.0,92.0,6.2263,500.001
-118.29,33.95,35.0,1401.0,362.0,1357.0,327.0,2.0917,99.3
-121.42,38.65,21.0,2274.0,495.0,1157.0,445.0,2.098,49.8
-119.57,36.72,11.0,2510.0,460.0,1248.0,445.0,3.6161,99.5
-117.18,34.54,5.0,3772.0,619.0,2097.0,635.0,3.8194,98.5
-122.17,37.45,33.0,1828.0,396.0,766.0,378.0,4.4531,500.001
-121.89,37.38,3.0,4778.0,1047.0,2522.0,990.0,5.7695,271.4
-118.08,33.79,34.0,2840.0,395.0,1127.0,396.0,7.6144,376.2
-117.25,33.06,6.0,9859.0,1448.0,4194.0,1401.0,6.439,296.2
-120.97,37.66,21.0,2760.0,632.0,1260.0,576.0,2.0227,179.8
-121.81,37.25,20.0,3398.0,771.0,1231.0,744.0,2.0288,350.0
-117.09,33.71,13.0,1974.0,426.0,1276.0,408.0,1.972,90.5
-119.78,38.69,17.0,1364.0,282.0,338.0,152.0,2.45,117.6
-120.38,40.98,27.0,777.0,185.0,318.0,115.0,1.6833,40.0
-120.47,37.3,40.0,3693.0,771.0,2102.0,742.0,2.1838,75.0
-120.84,37.48,10.0,2874.0,612.0,1960.0,596.0,2.7381,104.6
-122.1,37.4,27.0,3410.0,1156.0,2314.0,1086.0,3.4868,165.6
-119.31,36.06,20.0,2236.0,434.0,1405.0,412.0,1.8827,48.7
-119.79,34.44,25.0,1479.0,314.0,977.0,309.0,4.1797,271.8
-118.16,34.0,37.0,1341.0,336.0,1233.0,306.0,3.6583,150.5
-117.77,33.53,32.0,3116.0,661.0,1105.0,543.0,5.1837,445.6
-117.27,34.11,44.0,567.0,134.0,565.0,150.0,1.8281,62.9
-120.46,36.87,20.0,1287.0,310.0,954.0,269.0,1.3386,63.0
-118.77,34.27,10.0,1658.0,310.0,1053.0,333.0,4.7574,209.9
-118.12,34.06,25.0,1137.0,293.0,800.0,281.0,2.4286,233.3
-117.71,33.47,17.0,2681.0,454.0,830.0,410.0,5.5507,345.7
-121.05,38.14,19.0,3326.0,561.0,1544.0,511.0,2.9875,166.3
-119.14,34.49,17.0,321.0,44.0,92.0,39.0,7.75,375.0
-117.84,33.77,26.0,3350.0,581.0,1314.0,550.0,3.5195,249.1
-118.31,33.78,30.0,4573.0,819.0,2411.0,819.0,3.5804,383.8
-122.72,38.42,26.0,3604.0,734.0,2605.0,704.0,3.0969,143.8
-117.98,33.7,17.0,1989.0,411.0,1401.0,453.0,4.1603,160.5
-122.03,38.26,25.0,4617.0,1046.0,2685.0,1011.0,2.9576,108.5
-121.92,37.32,31.0,1902.0,554.0,1485.0,494.0,2.4207,165.6
-120.91,37.73,31.0,840.0,154.0,429.0,150.0,2.4063,170.2
-116.99,32.72,13.0,1330.0,216.0,719.0,215.0,3.8295,149.6
-118.1,34.58,29.0,2843.0,603.0,1517.0,573.0,2.6658,106.9
-120.63,38.68,14.0,1821.0,316.0,769.0,266.0,3.0789,131.7
-117.11,32.58,28.0,1869.0,407.0,1074.0,344.0,2.5988,135.6
-120.87,35.41,16.0,2168.0,444.0,782.0,374.0,3.0187,278.1
-119.31,36.34,14.0,2985.0,607.0,2250.0,607.0,2.1602,65.2
-118.41,33.96,32.0,1044.0,219.0,567.0,222.0,4.1471,284.4
-121.46,38.57,52.0,1917.0,367.0,722.0,358.0,3.1484,158.9
-117.95,34.03,35.0,804.0,159.0,727.0,179.0,2.7361,145.7
-118.28,34.02,29.0,515.0,229.0,2690.0,217.0,0.4999,500.001
-117.24,34.06,9.0,3603.0,786.0,1782.0,718.0,3.2604,93.3
-118.48,34.19,20.0,5699.0,1594.0,3809.0,1381.0,2.8646,221.1
-122.24,37.46,36.0,4686.0,781.0,2254.0,845.0,6.1043,343.5
-122.29,38.19,13.0,7065.0,1259.0,3864.0,1221.0,4.7472,148.6
-122.82,38.38,27.0,2565.0,479.0,1227.0,467.0,4.5132,259.9
-119.17,34.27,18.0,8010.0,1539.0,3982.0,1483.0,4.0905,236.5
-118.32,33.95,44.0,2023.0,325.0,992.0,326.0,4.6667,175.6
-122.01,37.25,31.0,1574.0,193.0,551.0,191.0,10.2311,500.001
-118.06,34.71,14.0,2606.0,514.0,1228.0,512.0,2.5764,150.0
-119.02,35.38,52.0,90.0,35.0,36.0,31.0,0.8054,60.0
-118.38,34.22,32.0,362.0,100.0,348.0,102.0,2.2679,150.0
-118.43,34.17,33.0,1679.0,404.0,933.0,412.0,2.6979,266.0
-122.3,40.45,32.0,1286.0,271.0,694.0,236.0,1.6579,68.5
-122.05,37.11,39.0,1065.0,248.0,497.0,208.0,4.5972,146.3
-122.07,37.58,16.0,1893.0,338.0,1461.0,344.0,5.225,213.7
-117.83,33.9,23.0,2446.0,360.0,1196.0,359.0,6.5755,272.8
-118.03,34.1,30.0,2773.0,634.0,1376.0,540.0,2.7857,201.7
-120.9,38.2,16.0,3120.0,641.0,1319.0,526.0,2.0472,93.2
-121.93,36.63,33.0,1740.0,342.0,638.0,329.0,3.1912,319.8
-118.19,34.1,42.0,1577.0,379.0,1317.0,378.0,3.2121,153.9
-121.63,37.12,17.0,1830.0,398.0,1110.0,388.0,2.4821,248.2
-119.78,36.8,34.0,2200.0,493.0,1243.0,431.0,1.8514,66.5
-122.12,40.14,34.0,1950.0,407.0,1029.0,376.0,2.5197,82.3
-117.9,33.8,21.0,1342.0,326.0,748.0,335.0,2.9231,45.0
-117.9,33.66,22.0,3568.0,938.0,1952.0,938.0,3.1667,161.0
-122.24,37.49,19.0,322.0,112.0,191.0,102.0,2.5833,500.001
-118.11,33.88,35.0,1623.0,304.0,868.0,272.0,3.5893,276.0
-121.91,37.33,52.0,2212.0,563.0,1195.0,532.0,2.894,209.5
-121.49,38.57,49.0,1334.0,492.0,634.0,421.0,1.7568,93.8
-121.21,38.67,11.0,5500.0,956.0,2827.0,946.0,4.1071,145.8
-122.17,37.88,32.0,3633.0,508.0,1393.0,506.0,7.6917,401.8
-117.69,33.53,17.0,5041.0,778.0,2396.0,801.0,6.0868,282.9
-121.03,40.35,52.0,5486.0,1044.0,1977.0,754.0,2.1833,49.5
-122.46,37.79,52.0,2059.0,416.0,999.0,402.0,3.7419,500.001
-118.03,34.08,32.0,1780.0,484.0,1732.0,454.0,2.4464,169.6
-120.43,34.88,22.0,2580.0,381.0,1149.0,372.0,5.0113,158.6
-121.85,37.33,16.0,2987.0,874.0,4241.0,841.0,2.8024,127.9
-118.93,34.2,17.0,2619.0,606.0,1655.0,557.0,3.886,281.3
-117.22,33.18,13.0,4273.0,886.0,2328.0,801.0,3.3444,183.9
-119.01,35.36,24.0,1941.0,484.0,1277.0,435.0,1.056,51.6
-122.09,37.4,36.0,1575.0,379.0,1036.0,382.0,5.1408,264.7
-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,430.3
-118.31,34.05,42.0,443.0,223.0,582.0,223.0,2.2937,350.0
-124.18,40.79,39.0,1836.0,352.0,883.0,337.0,1.745,70.5
-122.42,37.8,52.0,3067.0,870.0,2122.0,850.0,2.5603,287.5
-121.85,38.43,2.0,790.0,135.0,235.0,87.0,5.0862,166.5
-121.91,37.44,19.0,2174.0,484.0,1645.0,484.0,5.0362,255.1
-117.03,33.18,17.0,5391.0,886.0,2732.0,830.0,5.1771,212.8
-117.92,33.65,25.0,1679.0,470.0,1314.0,473.0,4.1026,211.5
-118.24,33.95,37.0,441.0,125.0,390.0,98.0,1.6513,90.2
-118.19,33.89,38.0,4018.0,986.0,3702.0,927.0,2.9293,113.6
-124.14,40.67,23.0,580.0,117.0,320.0,109.0,4.2054,130.6
-118.34,34.19,43.0,1029.0,252.0,613.0,255.0,2.6827,219.9
-121.45,38.6,44.0,2324.0,413.0,823.0,375.0,4.6625,158.9
-119.67,34.44,32.0,3202.0,537.0,1316.0,538.0,5.2888,463.8
-117.77,33.71,5.0,4050.0,584.0,1986.0,598.0,7.5847,375.7
-121.36,38.01,16.0,1080.0,166.0,507.0,182.0,4.5278,166.9
-118.21,33.8,45.0,1160.0,274.0,1095.0,269.0,2.7308,139.0
-119.0,35.33,35.0,991.0,221.0,620.0,207.0,1.9417,53.8
-119.78,36.78,37.0,2185.0,455.0,1143.0,438.0,1.9784,70.7
-118.09,33.92,36.0,2381.0,419.0,1669.0,444.0,4.6976,171.1
-122.48,37.76,52.0,1845.0,336.0,1015.0,337.0,4.1397,331.3
-119.01,35.36,36.0,2658.0,626.0,1490.0,529.0,1.2157,57.0
-122.45,37.76,51.0,2564.0,457.0,810.0,442.0,5.6235,500.001
-120.98,38.99,17.0,3403.0,661.0,1540.0,622.0,3.6354,162.9
-118.25,34.15,13.0,1107.0,479.0,616.0,443.0,0.8185,187.5
-118.16,33.77,49.0,3382.0,787.0,1314.0,756.0,3.8125,382.1
-120.84,35.37,34.0,3279.0,714.0,1397.0,646.0,2.5552,200.0
-122.14,37.47,36.0,2081.0,412.0,1931.0,373.0,3.7917,160.6
-118.15,34.7,36.0,2696.0,454.0,1192.0,452.0,3.9615,116.3
-121.36,38.63,30.0,2619.0,370.0,940.0,359.0,4.7283,164.5
-117.11,33.75,17.0,4174.0,851.0,1845.0,780.0,2.2618,96.1
-121.92,37.31,34.0,876.0,150.0,424.0,163.0,5.2769,241.1
-122.2,37.78,39.0,1752.0,399.0,1071.0,376.0,3.1167,121.6
-118.28,34.01,50.0,2601.0,794.0,3080.0,770.0,1.8656,122.9
-118.51,34.28,29.0,4239.0,653.0,1890.0,631.0,6.3911,301.7
-118.3,34.09,32.0,2202.0,674.0,2178.0,635.0,2.0307,226.7
-118.45,34.01,40.0,1361.0,240.0,559.0,229.0,6.3516,354.3
-121.17,38.69,5.0,7138.0,1227.0,2623.0,1139.0,5.6902,243.2
-122.04,37.88,32.0,3250.0,550.0,1230.0,557.0,4.6424,312.7
-117.76,34.06,47.0,508.0,108.0,384.0,86.0,1.9583,92.6
-117.07,32.61,10.0,1686.0,414.0,1000.0,391.0,2.1765,128.4
-117.89,33.6,40.0,1639.0,352.0,498.0,278.0,5.6336,500.001
-117.93,33.73,27.0,3662.0,834.0,3009.0,743.0,3.9816,179.5
-117.44,33.99,12.0,9966.0,1517.0,5008.0,1492.0,4.5625,171.3
-121.94,37.83,11.0,2836.0,373.0,959.0,335.0,10.5815,500.001
-118.37,34.16,17.0,4150.0,1148.0,1808.0,1041.0,3.5051,232.4
-118.11,33.75,24.0,1608.0,314.0,592.0,314.0,5.0926,390.5
-117.48,33.94,19.0,1891.0,465.0,1693.0,416.0,2.7813,112.9
-118.37,33.97,26.0,6672.0,1729.0,3333.0,1557.0,2.9646,179.8
-115.91,33.36,15.0,459.0,95.0,160.0,73.0,0.922,67.5
-122.07,37.64,25.0,4524.0,860.0,2426.0,862.0,4.7083,190.9
-119.59,34.39,35.0,622.0,170.0,278.0,139.0,3.6969,335.0
-121.97,37.97,24.0,1330.0,183.0,656.0,205.0,5.0092,244.1
-119.89,36.76,17.0,1987.0,335.0,1152.0,313.0,4.1719,126.4
-122.13,37.73,33.0,1996.0,268.0,686.0,270.0,6.9096,341.8
-121.95,37.37,39.0,446.0,129.0,317.0,127.0,3.0357,208.3
-118.2,34.1,30.0,3643.0,1197.0,4336.0,1163.0,2.07,154.5
-122.42,37.62,39.0,1355.0,214.0,682.0,246.0,6.3443,324.7
-118.19,33.77,35.0,1574.0,603.0,820.0,514.0,1.2321,137.5
-118.22,34.12,28.0,3306.0,1025.0,2670.0,942.0,3.0919,185.4
-118.4,34.13,32.0,8262.0,1156.0,2712.0,1125.0,10.5575,500.001
-118.13,33.83,44.0,1710.0,333.0,786.0,344.0,4.2917,314.7
-120.27,39.35,11.0,2520.0,401.0,397.0,165.0,4.665,145.6
-118.44,34.19,11.0,2891.0,951.0,2166.0,768.0,2.891,178.1
-121.86,37.25,16.0,6958.0,1300.0,2965.0,1217.0,4.2885,262.4
-122.04,37.3,26.0,1714.0,270.0,778.0,262.0,6.075,417.0
-118.32,33.94,36.0,1153.0,224.0,639.0,226.0,4.0,192.0
-118.16,33.84,36.0,2220.0,367.0,1002.0,351.0,5.0719,219.5
-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,391.2
-118.1,34.09,42.0,1460.0,289.0,829.0,273.0,4.875,227.3
-118.18,33.83,52.0,2569.0,484.0,1030.0,451.0,4.1301,268.4
-120.81,39.02,30.0,806.0,189.0,326.0,146.0,2.8155,101.0
